State,Rate
AZ,10.2
AZ,10.5
AZ,10.75
AZ,10.59
AZ,10.31
AZ,9.7
AZ,8.88
AZ,8.69
AZ,8.65
AZ,8.75
AZ,8.79
AZ,9.33
AZ,10.06
AZ,10.5
AZ,10.76
AZ,10.55
AZ,10.22
AZ,9.76
AZ,8.8
AZ,8.73
AZ,8.68
AZ,8.72
AZ,8.81
AZ,9.39
AZ,10.29
AZ,10.55
AZ,10.69
AZ,10.65
AZ,10.3
AZ,9.89
AZ,9.04
AZ,8.97
AZ,9.08
AZ,9.3
AZ,9.3
AZ,9.76
AZ,10.47
AZ,10.81
AZ,11.1
AZ,10.91
AZ,10.66
AZ,10.11
AZ,9.22
AZ,9.37
AZ,9.27
AZ,9.46
AZ,9.27
AZ,9.79
AZ,10.62
AZ,10.91
AZ,11.12
AZ,10.89
AZ,10.67
AZ,10.04
AZ,9.24
AZ,9.18
AZ,9.34
AZ,9.46
AZ,9.51
AZ,10
AZ,10.68
AZ,11.25
AZ,11.37
AZ,11.16
AZ,11
AZ,10.24
AZ,9.17
AZ,9.15
AZ,9.2
AZ,9.36
AZ,9.38
AZ,9.84
AZ,10.74
AZ,11.03
AZ,11.25
AZ,11.14
AZ,11.04
AZ,10.35
AZ,9.47
AZ,9.46
AZ,9.62
AZ,9.67
AZ,9.67
AZ,10.23
AZ,11.23
AZ,11.34
AZ,11.63
AZ,11.3
AZ,11.14
AZ,10.94
AZ,10.07
AZ,9.99
AZ,10
AZ,10.19
AZ,10.07
AZ,10.64
CA,8.71
CA,9.63
CA,9.89
CA,9.88
CA,9.82
CA,11.34
CA,13.47
CA,13.12
CA,13.13
CA,12.74
CA,11.16
CA,11.07
CA,11.32
CA,11.17
CA,11.35
CA,10.99
CA,12.11
CA,12.75
CA,13.77
CA,13.27
CA,12.24
CA,12.68
CA,12.09
CA,11.94
CA,11.52
CA,11.65
CA,10.62
CA,11.73
CA,12.15
CA,13
CA,13.84
CA,12.73
CA,10.24
CA,10.72
CA,11.65
CA,11.26
CA,11.08
CA,11.41
CA,10.98
CA,10.23
CA,10.86
CA,11.91
CA,12.39
CA,12.16
CA,11.97
CA,11.48
CA,11.26
CA,10.08
CA,10.85
CA,11.21
CA,10.44
CA,10.91
CA,11.19
CA,12.5
CA,13.16
CA,12.7
CA,12.29
CA,11.27
CA,11.14
CA,11.15
CA,11.25
CA,11.72
CA,11.69
CA,12.04
CA,12.31
CA,13.9
CA,15.17
CA,13.96
CA,13.85
CA,12.16
CA,12.38
CA,12.14
CA,12.42
CA,11.98
CA,11.89
CA,11.74
CA,12.24
CA,13.66
CA,14.08
CA,13.99
CA,13.85
CA,12.61
CA,12.29
CA,11.97
CA,11.55
CA,11.55
CA,11.46
CA,11.23
CA,12.01
CA,13.67
CA,13.62
CA,14.07
CA,13.32
CA,12.47
CA,12.48
CA,11.64
CA,12.33
CA,12.26
CA,12.19
CA,12.17
CA,13.16
CA,14.13
CA,15
CA,14.91
CA,14.72
CA,13.23
CA,11.36
CA,12.21
CA,12.29
CA,11.83
CA,12.18
CA,11.79
CA,12.66
CA,13.91
CA,14.39
CA,14.28
CA,14.32
CA,13.09
CA,12.39
CA,12.17
CA,12.4
CA,12.21
CA,11.91
CA,12.09
CA,12.64
CA,13.96
CA,14.64
CA,14.23
CA,13.97
CA,13.24
CA,12.52
CA,12.03
CA,12.74
CA,12.46
CA,12.31
CA,12.37
CA,12.87
CA,14.67
CA,14.26
CA,15.2
CA,15.51
CA,13.29
CA,12.88
CA,12.67
CA,13.03
CA,12.98
CA,12.84
CA,12.98
CA,13.8
CA,15.84
CA,15.78
CA,15.66
CA,15.66
CA,14.64
CA,14.02
CA,13.23
CA,13.86
CA,13.65
CA,13.59
CA,11.74
CA,14.47
CA,15.99
CA,17.05
CA,17.25
CA,17.3
CA,15.36
CA,15.16
CA,14.46
CA,14.55
CA,14.3
CA,14.22
CA,12.64
CA,14.76
CA,16.12
CA,17.31
CA,17.19
CA,17.36
CA,15.62
CA,15.03
CA,14.41
CA,14.67
CA,14.45
CA,14.26
CA,12.6
CA,14.86
CA,16.14
CA,16.85
CA,17.07
CA,16.6
CA,14.12
CA,14.91
CA,14.8
CA,15.12
CA,15.3
CA,15.39
CA,13.12
CA,15.47
CA,17.55
CA,17.52
CA,17.6
CA,17.73
CA,15.96
CA,15.9
CA,15.25
CA,15.45
CA,15.62
CA,15.76
CA,14.44
WA,4.79
WA,5.11
WA,5.37
WA,5.4
WA,5.22
WA,5.11
WA,5.35
WA,5.47
WA,5.51
WA,5.6
WA,5.84
WA,5.71
WA,5.94
WA,5.98
WA,6
WA,5.97
WA,5.82
WA,5.84
WA,5.75
WA,5.69
WA,5.52
WA,5.92
WA,5.97
WA,6.02
WA,6
WA,5.99
WA,5.82
WA,5.91
WA,5.84
WA,5.78
WA,5.82
WA,5.83
WA,5.88
WA,5.72
WA,5.84
WA,5.89
WA,5.96
WA,6.03
WA,6.07
WA,5.72
WA,5.55
WA,5.6
WA,5.6
WA,5.71
WA,5.69
WA,5.69
WA,5.86
WA,5.91
WA,5.99
WA,5.94
WA,5.8
WA,5.82
WA,5.73
WA,5.65
WA,5.71
WA,5.84
WA,5.78
WA,5.94
WA,5.9
WA,6.16
WA,5.17
WA,6.17
WA,6.22
WA,6.07
WA,5.99
WA,6.02
WA,6.07
WA,6.18
WA,6.22
WA,6.5
WA,6.61
WA,6.74
WA,6.43
WA,6.3
WA,6.3
WA,6.21
WA,6.11
WA,6.16
WA,6.47
WA,6.21
WA,6.37
WA,6.51
WA,6.59
WA,6.64
WA,6.64
WA,6.66
WA,6.65
WA,6.55
WA,6.16
WA,6.32
WA,6.47
WA,6.49
WA,6.48
WA,6.54
WA,6.74
WA,6.77
WA,6.72
WA,6.75
WA,6.71
WA,6.55
WA,6.46
WA,6.4
WA,6.47
WA,6.48
WA,6.47
WA,6.55
WA,6.71
WA,6.71
WA,6.66
WA,6.68
WA,6.62
WA,6.56
WA,6.5
WA,6.51
WA,6.47
WA,6.61
WA,6.68
WA,6.69
WA,6.86
WA,6.97
WA,6.92
WA,6.89
WA,6.86
WA,6.7
WA,6.65
WA,6.4
WA,6.65
WA,6.69
WA,6.74
WA,6.73
WA,6.95
WA,7.07
WA,7.06
WA,7.09
WA,7.08
WA,6.94
WA,6.73
WA,6.77
WA,6.81
WA,6.88
WA,6.84
WA,6.89
WA,7.06
WA,7.08
WA,7.19
WA,7.24
WA,7.12
WA,7.05
WA,6.86
WA,6.86
WA,7.03
WA,7.01
WA,7.03
WA,7.06
WA,7.22
WA,7.33
WA,7.29
WA,7.43
WA,7.29
WA,7.14
WA,6.96
WA,6.8
WA,7.09
WA,7.07
WA,7.11
WA,7.1
WA,7.18
WA,6.95
WA,7.28
WA,7.36
WA,7.23
WA,7.16
WA,7.13
WA,7.4
WA,7.48
WA,7.37
WA,7.4
WA,7.47
WA,7.71
WA,7.76
WA,7.77
WA,7.77
WA,7.71
WA,7.51
WA,7.46
WA,7.52
WA,7.64
WA,7.64
WA,7.64
WA,7.69
WA,7.81
WA,7.88
WA,7.97
WA,7.91
WA,7.89
WA,7.81
WA,7.81
WA,7.83
WA,7.81
WA,7.91
WA,7.94
WA,8
WA,8.13
WA,8.16
WA,8.12
WA,8.16
WA,8.16
WA,8.04
